World Port Index Number,Region Name,Main Port Name,Alternate Port Name,UN/LOCODE,Country Code,World Water Body,IHO S-130 Sea Area,Latitude,Longitude,Tidal Range (m),Entrance Width (m),Channel Depth (m),Anchorage Depth (m),Cargo Pier Depth (m),Maximum Vessel Length (m),Maximum Vessel Beam (m),Maximum Vessel Draft (m),Harbor Size,Harbor Type,Harbor Use,Shelter Afforded,Entrance Restriction - Tide,Entrance Restriction - Heavy Swell,Entrance Restriction - Ice,Entrance Restriction - Other,Overhead Limits,Underkeel Clearance Management System,Good Holding Ground,Turning Area,Port Security,Traffic Separation Scheme,Vessel Traffic Service,Pilotage - Compulsory,Pilotage - Available
26790.0,Sweden Cont -- 24975,Husum, ,SE HUS,Sweden,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean, ,63.333333,19.15,0.0,0.0,9.4,6.4,6.4,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Good,No,No,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes
29455.0,Sjaelland -- 29150,Nykobing (Mor), ,DK NYM,Denmark,Kattegat; North Atlantic Ocean, ,56.766667,11.866667,2.0,0.0,4.9,0.0,3.4,0.0,0.0,0.0,Very Small,Coastal (Breakwater),Unknown,Fair,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes
27130.0,Sweden Cont -- 24975,Brannfors, ,SE BNF,Sweden,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean, ,65.016667,21.383333,0.0,0.0,6.4,4.9,3.4,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Good,No,No,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes
27540.0,Finland -- 27380,Himanka,Khimango,FI HIM,Finland,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean, ,64.0,23.65,0.0,0.0,6.4,3.4,1.8,0.0,0.0,0.0,Small,Coastal (Natural),Unknown,Fair,No,No,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown
29130.0,Bornholm -- 29020,Christianso Harbor, ,DK CSO,Denmark,Baltic Sea; North Atlantic Ocean, ,55.316667,15.183333,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,Very Small,Coastal (Breakwater),Unknown,Good,No,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
29410.0,Sjaelland -- 29150,Frederiksvaerk, ,DK FDV,Denmark,Kattegat; North Atlantic Ocean, ,55.966667,12.016667,0.0,0.0,3.4,9.4,4.9,0.0,0.0,0.0,Very Small,Coastal (Breakwater),Unknown,Good,No,No,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,No,Yes
29420.0,Sjaelland -- 29150,Frederikssund, ,DK FDS,Denmark,Kattegat; North Atlantic Ocean, ,55.833333,12.05,1.0,0.0,1.8,3.4,4.9,0.0,0.0,0.0,Very Small,Coastal (Breakwater),Unknown,Good,No,No,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes
29440.0,Sjaelland -- 29150,Holbaek, ,DK HBK,Denmark,Kattegat; North Atlantic Ocean, ,55.716667,11.716667,0.0,0.0,4.9,3.4,4.9,0.0,0.0,0.0,Very Small,Coastal (Breakwater),Unknown,Excellent,No,No,No,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,No,Yes
29546.0,Sjaelland -- 29150,Gulfhaven, ,DK GFH,Denmark,Baltic Sea; North Atlantic Ocean, ,55.2,11.266667,1.0,0.0,4.9,20.1,0.0,0.0,0.0,0.0,Very Small,Open Roadstead,Unknown,Poor,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes
55617.0,Tuvalu -- 55615,Funafuti Atoll, ,TV FUN,Tuvalu,South Pacific Ocean, ,-8.516667,179.133333,4.0,0.0,4.9,12.5,4.9,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Good,Yes,Yes,No,Yes,No,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes
56010.0,Iles Marquises -- 56000,Atuona, ,PF AUQ,French Polynesia,South Pacific Ocean, ,-9.816667,-139.033333,0.9,0.0,12.5,9.4,0.0,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Good,No,No,No,Yes,No,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
56015.0,Iles Marquises -- 56000,Baie Taiohae,Anne Marie Bay,PF TAI,French Polynesia,South Pacific Ocean, ,-8.933333,-140.083333,0.9,0.0,9.4,12.5,0.0,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Good,Yes,Yes,No,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
56140.0,Hawaiian Islands -- 56050,Kailua, ,US KA7,United States,North Pacific Ocean, ,19.633333,-156.0,0.3,0.0,7.9,12.5,4.9,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Fair,No,No,No,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes
56160.0,Hawaiian Islands -- 56050,Kawaihae, ,US KWH,United States,North Pacific Ocean, ,20.033333,-155.833333,0.3,0.0,11.0,14.0,4.9,0.0,0.0,0.0,Small,Coastal (Breakwater),Unknown,Fair,Yes,Yes,No,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes
56190.0,Hawaiian Islands -- 56050,Hana, ,US HNM,United States,North Pacific Ocean, ,20.75,-155.983333,0.6,0.0,9.4,7.9,7.9,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Poor,No,No,No,Yes,Unknown,Unknown,No,Yes,Unknown,Unknown,Unknown,Yes,Unknown
56230.0,Hawaiian Islands -- 56050,Kaumalapau Harbor, , ,United States,North Pacific Ocean, ,20.783333,-157.0,0.6,0.0,11.0,12.5,7.9,0.0,0.0,0.0,Very Small,Coastal (Breakwater),Unknown,Good,No,Yes,No,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown
58630.0,Philippine Islands -- 57960,Laoang, , ,Philippines,Philippine inland seas; North Pacific Ocean, ,12.566667,125.016667,4.0,0.0,3.4,12.5,1.8,0.0,0.0,0.0,Very Small,River (Natural),Unknown,Fair,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
58655.0,Philippine Islands -- 57960,Guiuan, ,PH GUN,Philippines,Philippine inland seas; North Pacific Ocean, ,11.033333,125.716667,2.0,0.0,23.2,18.6,1.8,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Fair,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
58670.0,Philippine Islands -- 57960,Catbalogan, ,PH CTS,Philippines,Philippine inland seas; North Pacific Ocean, ,11.766667,124.883333,4.0,0.0,12.5,7.9,3.4,0.0,0.0,0.0,Very Small,Open Roadstead,Unknown,Fair,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
59800.0,Philippine Islands -- 57960,Jolo, ,PH JOL,Philippines,Sulu Sea; North Pacific Ocean, ,6.05,121.0,1.0,0.0,23.2,21.6,7.9,0.0,0.0,10.0,Very Small,Open Roadstead,Cargo,Good,Yes,Yes,No,Yes,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Yes,Yes
59974.0,China Continued -- 59850,Changshu, ,CN CGS,China,East China Sea; North Pacific Ocean, ,31.766667,120.95,3.0,0.0,6.4,12.5,6.4,0.0,0.0,0.0,Small,Open Roadstead,Unknown,Fair,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes
59991.0,China Continued -- 59850,Nantong, ,CN NTG,China,East China Sea; North Pacific Ocean, ,32.0,120.8,2.0,0.0,9.4,9.4,7.9,0.0,0.0,0.0,Small,River (Natural),Unknown,Fair,Unknown,Yes,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes
60470.0,North Korea Continued -- 60438,Ch'aho,Shako, ,North Korea,Sea of Japan; North Pacific Ocean, ,40.2,128.65,1.0,0.0,7.9,7.9,9.4,0.0,0.0,0.0,Very Small,Coastal (Breakwater),Unknown,Fair,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
60860.0,Sakhalin -- 60840,Okha, ,RU OKA,Russia,Sea of Okhotsk; North Pacific Ocean, ,53.55,143.0,3.0,0.0,6.4,21.6,0.0,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Fair,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
12340.0,Venezuela -- 11950,Ciudad Bolivar, ,VE CBL,Venezuela,Caribbean Sea; North Atlantic Ocean, ,8.133333,-63.55,1.0,0.0,4.9,12.5,7.9,0.0,0.0,9.1,Small,River (Natural),Unknown,Good,No,Yes,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes
12420.0,Suriname -- 12395,Moengo,Abina; Albina,SR MOJ,Suriname,North Atlantic Ocean, ,5.633333,-54.416667,2.6,0.0,5.1,0.0,4.7,165.0,20.5,0.0,Very Small,River (Natural),Unknown,Excellent,Yes,No,No,Yes,No,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown
12710.0,Brazil SE Coast -- 12700,Cabedelo, ,BR CDO,Brazil,South Atlantic Ocean, ,-6.966667,-34.833333,2.2,0.0,5.5,6.0,11.0,200.0,0.0,11.0,Small,River (Natural),Unknown,Fair,No,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes
19890.0,Alaska -- 19080,Karluk, ,US KYK,United States,Gulf of Alaska; North Pacific Ocean, ,57.566667,-154.45,3.4,0.0,0.0,21.6,0.0,0.0,0.0,0.0,Very Small,Open Roadstead,Unknown,Poor,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
19930.0,Alaska -- 19080,Dry Spruce Bay, , ,United States,Gulf of Alaska; North Pacific Ocean, ,57.933333,-153.033333,3.4,0.0,0.0,23.2,7.9,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Good,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
19980.0,Alaska -- 19080,Hogg Island, , ,United States,Gulf of Alaska; North Pacific Ocean, ,58.466667,-152.683333,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Fair,No,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20070.0,Alaska -- 19080,Belkofski, , ,United States,North Pacific Ocean, ,55.083333,-162.033333,1.5,0.0,0.0,17.1,0.0,0.0,0.0,0.0,Very Small,Open Roadstead,Unknown,Poor,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20170.0,Aleutian Islands -- 20095,Alcan Harbor, ,US ZAK,United States,Bering Sea; North Pacific Ocean, ,52.733333,174.066667,0.6,0.0,0.0,0.0,3.4,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Fair,No,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
20180.0,Aleutian Islands -- 20095,Massacre Bay, , ,United States,North Pacific Ocean, ,52.833333,173.233333,0.9,0.0,0.0,23.2,9.4,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Fair,No,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20240.0,Alaska Continued -- 20185,Egegik, ,US EGX,United States,Bristol Bay; Bering Sea; North Pacific Ocean, ,58.2,-157.366667,3.4,0.0,0.0,1.5,1.8,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Fair,No,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20310.0,Alaska Continued -- 20185,Bethel, ,US BET,United States,Bering Sea; North Pacific Ocean, ,60.816667,-161.716667,1.2,0.0,0.0,0.0,0.0,0.0,0.0,4.6,Very Small,River (Natural),Unknown,Fair,No,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20320.0,Alaska Continued -- 20185,Nash Harbor, , ,United States,Bering Sea; North Pacific Ocean, ,60.2,-166.983333,0.9,0.0,0.0,7.9,0.0,0.0,0.0,0.0,Very Small,Open Roadstead,Unknown,Poor,No,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20330.0,Alaska Continued -- 20185,Kwiguk, , ,United States,Bering Sea; North Pacific Ocean, ,62.733333,-164.466667,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Very Small,River (Natural),Unknown,Fair,No,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20410.0,Alaska Continued -- 20185,Grantley Harbor, , ,United States,Bering Sea; North Pacific Ocean, ,65.266667,-166.333333,0.3,0.0,1.8,6.4,0.0,0.0,0.0,0.0,Very Small,Open Roadstead,Unknown,Good,Yes,No,No,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
20570.0,Svalbard -- 20540,Longyearbyen, ,SJ LYR,Svalbard,Greenland Sea; Arctic Ocean, ,78.22722222199998,15.633333333,3.0,0.0,0.0,23.2,7.9,333.0,0.0,7.1,Very Small,Coastal (Natural),Unknown,Good,No,No,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
20580.0,Svalbard -- 20540,Ny Alesund, ,SJ NYA,Svalbard,Greenland Sea; Arctic Ocean, ,78.928333333,11.933055556,0.0,0.0,0.0,23.2,7.9,70.0,0.0,7.6,Very Small,Coastal (Natural),Unknown,Fair,No,No,Yes,Yes,No,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
20800.0,Norway -- 20620,Honningsvag, ,NO HVG,Norway,Barents Sea; Arctic Ocean, ,70.98258756,25.950055502,0.0,0.0,0.0,23.2,6.4,0.0,0.0,0.0,Small,Coastal (Natural),Unknown,Fair,No,No,No,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes
20910.0,Norway -- 20620,Kvalsund, ,NO KVS,Norway,Norwegian Sea; North Atlantic Ocean, ,70.506944444,23.983333333,0.0,0.0,12.5,12.5,4.9,0.0,0.0,6.0,Very Small,Coastal (Natural),Unknown,Fair,No,No,No,Yes,No,Unknown,No,Unknown,Unknown,Unknown,Unknown,Yes,Unknown
20920.0,Norway -- 20620,Hammerfest, ,NO HFT,Norway,Norwegian Sea; North Atlantic Ocean, ,70.666667,23.666667,3.0,0.0,23.2,7.9,3.4,300.0,49.0,11.0,Medium,Coastal (Natural),Unknown,Good,No,Yes,No,Yes,No,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes
21130.0,Norway -- 20620,Alta, ,NO ALF,Norway,Norwegian Sea; North Atlantic Ocean, ,69.973333333,23.235277778,3.0,0.0,0.0,20.1,9.4,250.0,0.0,9.2,Very Small,Coastal (Natural),Unknown,Good,No,No,No,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown
4770.0,US Lake Michigan -- 4570,Buffington, , ,United States,Lake Michigan; Great Lakes, ,41.633333,-87.416667,0.0,0.0,7.9,7.9,7.9,0.0,0.0,0.0,Medium,Coastal (Breakwater),Unknown,Fair,No,No,Yes,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown
5140.0,Canada Lake Superior -- 5120,Batchawana Bay, , ,Canada,Lake Superior; Great Lakes, ,46.916667,-84.59999999999998,0.0,0.0,6.4,9.4,3.4,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Excellent,No,No,Yes,Yes,No,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
5310.0,US Lake Superior -- 5230,L Anse, ,US LAJ,United States,Lake Superior; Great Lakes, ,46.766667,-88.466667,0.0,0.0,4.9,4.9,6.4,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Fair,No,No,Yes,Yes,No,Unknown,No,Yes,Unknown,Unknown,Unknown,Yes,Unknown
5350.0,US Lake Superior -- 5230,Copper Harbor, , ,United States,Lake Superior; Great Lakes, ,47.466667,-87.866667,0.0,0.0,3.4,4.9,3.4,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Fair,No,No,Yes,Yes,No,Unknown,Yes,No,Unknown,Unknown,Unknown,Yes,Unknown
5360.0,US Lake Superior -- 5230,Eagle Harbor, , ,United States,Lake Superior; Great Lakes, ,47.466667,-88.166667,0.0,0.0,4.9,3.4,1.8,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Poor,No,No,Yes,Yes,No,Unknown,No,No,Unknown,Unknown,Unknown,Yes,No
5420.0,US Lake Superior -- 5230,La Pointe,Madeline Island,US JPP,United States,Lake Superior; Great Lakes, ,46.783333,-90.78333300000001,0.0,0.0,1.8,12.5,1.8,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Poor,No,No,Yes,Yes,No,Unknown,No,No,Unknown,Unknown,Unknown,Yes,Unknown
5510.0,South Side -- 5501,Gaspe, ,CA GPE,Canada,Gulf of Saint Lawrence; North Atlantic Ocean, ,48.833333,-64.483333,2.0,0.0,21.6,6.4,9.4,0.0,0.0,0.0,Small,Coastal (Natural),Unknown,Good,No,No,Yes,No,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,No,No
5560.0,New Brunswick -- 5555,Dalhousie, ,CA DHS,Canada,Gulf of Saint Lawrence; North Atlantic Ocean, ,48.066667,-66.366667,2.0,0.0,9.4,11.0,9.4,0.0,0.0,0.0,Small,Open Roadstead,Unknown,Fair,No,No,Yes,Yes,No,Unknown,Yes,Yes,Unknown,Unknown,Unknown,No,Yes
5600.0,New Brunswick -- 5555,Caraquet, ,CA CAQ,Canada,Gulf of Saint Lawrence; North Atlantic Ocean, ,47.8,-64.933333,2.0,0.0,4.9,7.9,6.4,0.0,0.0,0.0,Small,Coastal (Natural),Unknown,Good,No,No,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes
21495.0,Norway -- 20620,Medby, , ,Norway,Norwegian Sea; North Atlantic Ocean, ,68.908888889,17.728333333,0.0,0.0,0.0,23.2,9.4,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Poor,No,No,Yes,Yes,Yes,Unknown,No,Yes,Unknown,Unknown,Unknown,Yes,Yes
13050.0,Brazil SE Coast -- 12700,Laguna,Villa Laguna,BR LGA,Brazil,South Atlantic Ocean, ,-28.5,-48.783333,1.0,0.0,3.4,4.9,4.9,0.0,0.0,0.0,Very Small,River (Natural),Unknown,Fair,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes
13115.0,Uruguay -- 13090,Jose Ignacio, ,UY JIT,Uruguay,South Atlantic Ocean, ,-34.95,-54.7,1.0,0.0,15.5,7.9,0.0,0.0,0.0,0.0,Very Small,Open Roadstead,Unknown,Poor,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes
13120.0,Uruguay -- 13090,Montevideo, ,UY MVD,Uruguay,South Atlantic Ocean, ,-34.9,-56.216667,1.0,0.0,11.0,7.9,9.4,0.0,0.0,0.0,Medium,Coastal (Breakwater),Unknown,Good,No,No,No,Yes,Yes,Unknown,No,Yes,Unknown,Unknown,Unknown,Yes,Yes
13720.0,Argentina -- 13310,Concordia, ,AR COC,Argentina,Rio de la Plata; South Atlantic Ocean, ,-31.4,-58.033333,0.0,0.0,3.4,0.0,1.8,0.0,0.0,0.0,Very Small,River (Natural),Unknown,Excellent,Yes,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes
13730.0,Argentina -- 13310,Colon, ,AR COL,Argentina,Rio de la Plata; South Atlantic Ocean, ,-32.216667,-58.133333,0.0,0.0,3.4,0.0,7.9,0.0,0.0,0.0,Very Small,River (Natural),Unknown,Excellent,Yes,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes
16805.0,United States W Coast -- 16000,Glenada, , ,United States,North Pacific Ocean, ,43.966667,-124.116667,1.2,0.0,3.4,0.0,3.4,0.0,0.0,0.0,Very Small,River (Natural),Unknown,Excellent,Unknown,Unknown,No,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes
51340.0,Lesser Sunda Islands -- 51250,Ende, ,ID ENE,Indonesia,Savu Sea; Indian Ocean, ,-8.833333,121.65,2.0,0.0,4.9,23.2,4.9,134.9,23.0,7.2,Very Small,Coastal (Natural),Cargo,Fair,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
44270.0,Russia -- 44030,Adler,Mezyumata, ,Russia,Black Sea; North Atlantic Ocean, ,43.433333,39.933333,0.0,0.0,23.2,9.4,3.4,0.0,0.0,0.0,Very Small,Open Roadstead,Unknown,Poor,No,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes
44370.0,Turkey Asia -- 44360,Hopa,Khoppa,TR HOP,Turkey,Black Sea; North Atlantic Ocean, ,41.416667,41.4,1.0,0.0,23.2,23.2,7.9,0.0,0.0,0.0,Very Small,Coastal (Breakwater),Unknown,Fair,No,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes
44500.0,Turkey Asia -- 44360,Eregli,Bender Eregli; Eregli Anatolia,TR ERE,Turkey,Black Sea; North Atlantic Ocean, ,41.3,31.45,0.0,0.0,20.1,12.5,9.4,0.0,0.0,0.0,Very Small,Coastal (Breakwater),Unknown,Fair,No,Yes,No,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes
44542.0,Turkey Asia -- 44360,Botas Natural Gas Terminal, , ,Turkey,Sea of Marmara; Mediterranean Sea; North Atlantic Ocean, ,41.0,27.983333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Very Small,Open Roadstead,Unknown,Poor,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes
44622.0,Turkey Asia -- 44360,Gebze, ,TR GEB,Turkey,Sea of Marmara; Mediterranean Sea; North Atlantic Ocean, ,40.766667,29.55,0.0,0.0,0.0,17.1,7.9,0.0,0.0,0.0,Very Small,Open Roadstead,Unknown,Fair,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
44625.0,Turkey Asia -- 44360,Golcuk Burnu, ,TR GOK,Turkey,Sea of Marmara; Mediterranean Sea; North Atlantic Ocean, ,40.733333,29.816667,0.0,0.0,4.9,12.5,0.0,0.0,0.0,0.0,Very Small,Coastal (Breakwater),Unknown,Fair,No,No,No,Yes,Unknown,Unknown,Yes,No,Unknown,Unknown,Unknown,Unknown,Yes
45823.0,Senegal -- 45817,Lyndiane, ,SN LYN,Senegal,North Atlantic Ocean, ,14.166667,-16.166667,2.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,Very Small,River (Natural),Unknown,Fair,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
46710.0,Tristan Island -- 46700,Edinburgh Of The Seven Seas,Settlement Of Edinburgh; Edinburgh, ,"Saint Helena, Ascension, and Tristan da Cunha",South Atlantic Ocean, ,-37.05,-12.3,2.0,0.0,23.2,28.0,0.0,0.0,0.0,0.0,Very Small,Open Roadstead,Unknown,Poor,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
56310.0,Hawaiian Islands -- 56050,Ahukini Landing, , ,United States,North Pacific Ocean, ,22.0,-159.333333,0.3,0.0,9.4,9.4,7.9,0.0,0.0,0.0,Very Small,Coastal (Breakwater),Unknown,Fair,No,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
56400.0,Marshall Islands -- 56340,Majuro Atoll, ,MH MAJ,Marshall Islands,North Pacific Ocean, ,7.083333,171.383333,2.0,0.0,14.0,23.2,15.5,0.0,0.0,0.0,Very Small,Open Roadstead,Unknown,Good,No,No,No,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes
16740.0,United States W Coast -- 16000,Empire, , ,United States,North Pacific Ocean, ,43.4,-124.283333,1.5,0.0,7.9,7.9,4.9,0.0,0.0,0.0,Medium,Coastal (Natural),Unknown,Excellent,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes
16750.0,United States W Coast -- 16000,North Bend, ,US OTH,United States,North Pacific Ocean, ,43.4,-124.216667,1.5,0.0,7.9,7.9,7.9,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Excellent,No,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes
16770.0,United States W Coast -- 16000,Coos Bay, ,US COB,United States,North Pacific Ocean, ,43.366667,-124.216667,1.8,0.0,7.9,7.9,7.9,0.0,0.0,0.0,Small,Coastal (Natural),Unknown,Excellent,No,Yes,No,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes
16795.0,United States W Coast -- 16000,Gardiner, ,US GDR,United States,North Pacific Ocean, ,43.716667,-124.1,1.5,0.0,4.9,0.0,0.0,0.0,0.0,0.0,Very Small,River (Natural),Unknown,Excellent,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes
16803.0,United States W Coast -- 16000,Florence, ,US FNE,United States,North Pacific Ocean, ,43.966667,-124.116667,1.2,0.0,3.4,0.0,3.4,0.0,0.0,0.0,Very Small,River (Natural),Unknown,Excellent,Unknown,Unknown,No,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes
17170.0,United States W Coast -- 16000,Glen Cove, , ,United States,Alaska-Canada coastal waters; North Pacific Ocean, ,48.083333,-122.783333,1.5,0.0,0.0,0.0,7.9,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Good,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
17330.0,United States W Coast -- 16000,Creosote, , ,United States,Alaska-Canada coastal waters; North Pacific Ocean, ,47.616667,-122.5,2.4,0.0,0.0,9.4,9.4,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Excellent,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
