World Port Index Number,Region Name,Main Port Name,Alternate Port Name,UN/LOCODE,Country Code,World Water Body,IHO S-130 Sea Area,Latitude,Longitude,Tidal Range (m),Entrance Width (m),Channel Depth (m),Anchorage Depth (m),Cargo Pier Depth (m),Maximum Vessel Length (m),Maximum Vessel Beam (m),Maximum Vessel Draft (m),Harbor Size,Harbor Type,Harbor Use,Shelter Afforded,Entrance Restriction - Tide,Entrance Restriction - Heavy Swell,Entrance Restriction - Ice,Entrance Restriction - Other,Overhead Limits,Underkeel Clearance Management System,Good Holding Ground,Turning Area,Port Security,Traffic Separation Scheme,Vessel Traffic Service,Pilotage - Compulsory,Pilotage - Available
7950.0,United States E Coast -- 6585,Maurer, , ,United States,North Atlantic Ocean, ,40.533333,-74.25,1.5,0.0,11.0,11.0,11.0,0.0,0.0,0.0,Very Small,River (Natural),Unknown,Good,No,No,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown
47620.0,Madagascar -- 47350,Iharana, , ,Madagascar,Indian Ocean, ,-13.35,50.0,8.0,0.0,14.0,14.0,4.9,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Good,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
47020.0,Tanzania -- 46965,Chake Chake, , ,Tanzania,Indian Ocean, ,-5.25,39.766667,0.0,0.0,14.0,12.5,0.0,0.0,0.0,0.0,Small,Coastal (Natural),Unknown,Fair,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes
47005.0,Tanzania -- 46965,Mjimwema Terminal, , ,Tanzania,Indian Ocean, ,-6.816667,39.366667,3.0,0.0,23.2,17.1,0.0,0.0,0.0,0.0,Very Small,Open Roadstead,Unknown,Poor,No,Yes,No,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes
44804.0,Turkey Asia -- 44360,Delta Terminal, , ,Turkey,Mediterranean Sea; North Atlantic Ocean, ,36.85,36.166667,0.0,0.0,0.0,23.2,0.0,0.0,0.0,0.0,Very Small,Open Roadstead,Unknown,Poor,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes
50350.0,Indonesia -- 50020,Cinta Oil Terminal, , ,Indonesia,"Indian Ocean, Java Sea; South Pacific Ocean", ,-5.5,106.233333,0.0,0.0,23.2,23.2,0.0,0.0,0.0,0.0,Very Small,Open Roadstead,Unknown,Poor,No,No,No,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes
38330.0,Gibraltar -- 38320,Europa Point, , ,Gibraltar,Strait of Gibraltar; North Atlantic Ocean, ,36.133333,-5.35,1.0,0.0,12.5,18.6,7.9,0.0,0.0,0.0,Medium,Coastal (Breakwater),Unknown,Good,No,Yes,No,Yes,No,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes
7010.0,United States E Coast -- 6585,New Harbor, , ,United States,North Atlantic Ocean, ,43.866667,-69.483333,2.7,0.0,6.4,6.4,1.8,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Fair,Yes,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes
12900.0,Brazil SE Coast -- 12700,Dtse / Gegua Oil Terminal, , ,Brazil,South Atlantic Ocean, ,-22.816667,-43.15,1.0,0.0,11.0,14.0,0.0,0.0,0.0,0.0,Medium,Open Roadstead,Unknown,Fair,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes
48104.0,Saudi Arabia -- 48100,Sharmah,Ash Sharmah, ,Saudi Arabia,Red Sea; Indian Ocean, ,27.933333,35.25,0.0,0.0,23.2,0.0,0.0,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Poor,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes
9210.0,US Gulf Coast -- 8650,Norsworthy, , ,United States,Gulf of Mexico; North Atlantic Ocean, ,29.733333,-95.2,0.3,0.0,11.0,9.4,9.4,0.0,0.0,0.0,Very Small,River (Natural),Unknown,Good,No,No,No,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown
6750.0,United States E Coast -- 6585,Minturn, , ,United States,North Atlantic Ocean, ,44.15,-68.45,3.0,0.0,1.8,9.4,0.0,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Good,Yes,No,No,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes
6820.0,United States E Coast -- 6585,Criehaven, , ,United States,North Atlantic Ocean, ,43.833333,-68.883333,2.7,0.0,1.8,1.8,1.8,0.0,0.0,0.0,Very Small,Coastal (Breakwater),Unknown,Poor,No,No,No,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No
46691.0,Ascension -- 46660,North Point, , ,"Saint Helena, Ascension, and Tristan da Cunha",South Atlantic Ocean, ,-7.883333,-14.366667,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,Small,Open Roadstead,Unknown,Poor,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
57433.0,Thailand -- 57431,Bongkot Terminal, , ,Thailand,Gulf of Thailand; South China Sea; North Pacific Ocean, ,8.05,102.333333,0.0,0.0,23.2,23.2,0.0,0.0,0.0,0.0,Very Small,Open Roadstead,Unknown,Poor,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes
52350.0,Sulawesi -- 51970,Donggala, , ,Indonesia,Makassar Strait; South Pacific Ocean, ,-0.65,119.733333,4.0,0.0,23.2,23.2,1.8,0.0,0.0,0.0,Very Small,Open Roadstead,Unknown,Fair,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown
42415.0,Greece East Coast -- 42010,Larimna,Larmes, ,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean, ,38.566667,23.283333,2.0,0.0,11.0,9.4,11.0,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Good,No,No,No,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
38420.0,Spain SE Coast -- 38340,Hornillo, , ,Spain,Mediterranean Sea; North Atlantic Ocean, ,37.4,-1.55,1.0,0.0,14.0,23.2,4.9,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Fair,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes
40245.0,Italy -- 39125,Melilli Oil Terminal, , ,Italy,Mediterranean Sea; North Atlantic Ocean, ,37.116667,15.25,1.0,0.0,21.6,23.2,0.0,0.0,0.0,0.0,Very Small,Open Roadstead,Unknown,Fair,No,No,No,Yes,No,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes
47942.0,Sudan -- 47910,Al Khair Oil Terminal, , ,Sudan,Red Sea; Indian Ocean, ,19.583333,37.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small,Coastal (Natural),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown
6670.0,United States E Coast -- 6585,Corea, , ,United States,North Atlantic Ocean, ,44.4,-67.966667,3.4,0.0,1.8,1.8,1.8,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Fair,Yes,Yes,Yes,Yes,No,Unknown,Yes,Yes,Unknown,Unknown,Unknown,No,Yes
59550.0,Philippine Islands -- 57960,Margosatubig, , ,Philippines,Celebes Sea; North Pacific Ocean, ,7.583333,123.166667,5.0,0.0,17.1,23.2,3.4,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Excellent,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
45635.0,Algeria -- 45470,Arzew El Djedid, , ,Algeria,Mediterranean Sea; North Atlantic Ocean, ,35.816667,-0.25,0.0,0.0,7.9,23.2,0.0,0.0,0.0,0.0,Small,Coastal (Breakwater),Unknown,Poor,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Yes,Yes
45822.0,Senegal -- 45817,Karabane,Carabane, ,Senegal,North Atlantic Ocean, ,12.566667,-16.666667,1.0,0.0,3.4,9.4,3.4,0.0,0.0,0.0,Very Small,River (Natural),Unknown,Good,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes
6970.0,United States E Coast -- 6585,Monhegan, , ,United States,North Atlantic Ocean, ,43.766667,-69.316667,2.7,0.0,3.4,3.4,3.4,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Poor,Yes,No,No,Yes,No,Unknown,No,Unknown,Unknown,Unknown,Unknown,No,Yes
6710.0,United States E Coast -- 6585,Northeast Harbor, , ,United States,North Atlantic Ocean, ,44.3,-68.283333,0.0,0.0,3.4,3.4,1.8,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Fair,No,No,No,Yes,No,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes
6800.0,United States E Coast -- 6585,Bucks Harbor,South Brooksville, ,United States,North Atlantic Ocean, ,44.333333,-68.733333,0.0,0.0,6.4,11.0,3.4,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Good,No,No,No,Yes,No,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,No,No
6830.0,United States E Coast -- 6585,Matinicus, , ,United States,North Atlantic Ocean, ,43.866667,-68.883333,2.7,0.0,6.4,3.4,1.8,0.0,0.0,0.0,Very Small,Coastal (Breakwater),Unknown,Fair,Yes,No,No,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No
49875.0,Malaysia -- 49820,Malong Marine Terminal, , ,Malaysia,South China Sea; North Pacific Ocean, ,4.633333,104.816667,3.0,0.0,23.2,23.2,0.0,0.0,0.0,0.0,Very Small,Open Roadstead,Unknown,Poor,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
63090.0,Antarctica -- 63060,Admiralty Bay, , ,Antarctica,Bransfield Strait; Drake Passage; South Atlantic Ocean, ,-62.083333,-58.416667,0.0,0.0,23.2,23.2,0.0,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Good,Unknown,Unknown,Yes,Unknown,No,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown
63110.0,Antarctica -- 63060,Melchior Harbor, , ,Antarctica,South Pacific Ocean, ,-64.316667,-63.0,0.0,0.0,4.9,23.2,0.0,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Poor,Unknown,Yes,Yes,Unknown,No,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown
7900.0,United States E Coast -- 6585,Grasselli, , ,United States,North Atlantic Ocean, ,40.616667,-74.2,1.5,0.0,9.4,9.4,9.4,0.0,0.0,0.0,Small,River (Natural),Unknown,Good,No,No,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown
44807.0,Italy -- 40345,Aksaz Limani, , ,Turkey,Mediterranean Sea; North Atlantic Ocean, ,36.833333,28.383333,0.0,0.0,23.2,0.0,0.0,0.0,0.0,0.0,Small,Coastal (Natural),Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes
46239.0,Nigeria -- 46120,Egina Oil Terminal, , ,Nigeria,Gulf of Guinea; North Atlantic Ocean, ,3.066667,6.7,0.0,0.0,23.2,23.2,7.9,0.0,0.0,0.0,Very Small,Open Roadstead,Unknown,Poor,No,Yes,No,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown
47625.0,Madagascar -- 47350,Antsohim Bondrona, , ,Madagascar,Mozambique Channel; Indian Ocean, ,-13.083333,48.833333,0.0,0.0,7.9,7.9,7.9,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Fair,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
42180.0,Greece East Coast -- 42010,Ayios Nikolaos,Arapis, ,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean, ,37.983333,23.533333,0.0,0.0,9.4,12.5,7.9,0.0,0.0,0.0,Very Small,Coastal (Breakwater),Unknown,Fair,No,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes
43384.0,Turkey Europe -- 43325,Borusan Fertilizer Jetty, , ,Turkey,Sea of Marmara; Mediterranean Sea; North Atlantic Ocean, ,40.416667,29.1,0.0,0.0,0.0,23.2,6.4,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Fair,Unknown,Unknown,Unknown,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown
63070.0,Antarctica -- 63060,Ellefsen Harbor, , ,Antarctica,Scotia Sea; South Atlantic Ocean, ,-60.733333,-45.033333,0.0,0.0,11.0,23.2,0.0,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Good,Unknown,Unknown,Yes,Yes,No,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown
63120.0,Antarctica -- 63060,Andersen Harbor, , ,Antarctica,South Pacific Ocean, ,-64.316667,-62.933333,0.0,0.0,23.2,20.1,0.0,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Poor,Unknown,Yes,Yes,Unknown,No,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown
11360.0,St Martin -- 11355,Baie Du Marigot, , ,France,Caribbean Sea; North Atlantic Ocean, ,18.066667,-63.083333,2.0,0.0,6.4,6.4,4.9,0.0,0.0,0.0,Very Small,Open Roadstead,Unknown,Good,No,No,No,Yes,No,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
11372.0,St Martin -- 11355,Coles Bay Oil Terminal, , ,Sint Maarten,Caribbean Sea; North Atlantic Ocean, ,18.016667,-63.083333,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,Small,Open Roadstead,Unknown,Fair,No,No,No,Yes,No,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,No,Yes
48057.0,Egypt Red Sea -- 47950,Zafarana Terminal, , ,Egypt,Gulf of Suez; Red Sea; Indian Ocean, ,29.166667,32.683333,0.0,0.0,0.0,23.2,0.0,0.0,0.0,0.0,Very Small,Open Roadstead,Unknown,Poor,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes
60205.0,China Continued -- 59850,Suizhang Gang, , ,China,Bo Hai; Yellow Sea; North Pacific Ocean, ,40.066667,121.05,0.0,0.0,11.0,0.0,12.5,0.0,0.0,0.0,Very Small,Open Roadstead,Unknown,Unknown,No,No,No,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
49685.0,Burma (Myanmar) -- 49610,Yetagun Marine Terminal, , ,Burma,Andaman Sea; Indian Ocean, ,13.05,96.85,1.0,0.0,23.2,0.0,0.0,0.0,0.0,0.0,Very Small,Open Roadstead,Unknown,Poor,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes
47989.0,Egypt Red Sea -- 47950,Zeit Bay Lpg Terminal, , ,Egypt,Gulf of Suez; Red Sea; Indian Ocean, ,27.8,33.566667,1.0,0.0,3.4,20.1,0.0,0.0,0.0,0.0,Very Small,Open Roadstead,Unknown,Poor,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes
51800.0,Indonesia - Borneo -- 51760,Tanjungredeb,Tandjung Redeb, ,Indonesia,Celebes Sea; North Pacific Ocean, ,2.15,117.483333,0.0,0.0,4.9,6.4,4.9,0.0,0.0,0.0,Small,River (Natural),Unknown,Good,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
59575.0,Philippine Islands -- 57960,Santa Clara, , ,Philippines,Celebes Sea; North Pacific Ocean, ,7.783333,122.683333,0.0,0.0,9.4,12.5,6.4,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Fair,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes
11048.0,Dominican Republic -- 10950,Punta Nizao Oil Terminal, , ,Dominican Republic,Caribbean Sea; North Atlantic Ocean, ,18.2,-70.2,1.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,Small,Open Roadstead,Unknown,Fair,No,No,No,No,No,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes
57490.0,Cambodia -- 57478,Phsar Ream,Ream, ,Cambodia,Gulf of Thailand; South China Sea; North Pacific Ocean, ,10.5,103.6,0.0,0.0,4.9,11.0,3.4,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Fair,No,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
50932.0,Jawa -- 50920,Tanjung Gerem, , ,Indonesia,"Indian Ocean, Java Sea; South Pacific Ocean", ,-5.966667,105.983333,0.0,0.0,12.5,23.2,0.0,0.0,0.0,0.0,Very Small,Open Roadstead,Unknown,Poor,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown
48341.0,Saudi Arabia Continued -- 48330,Ras Al Ghar, , ,Saudi Arabia,Persian Gulf; Indian Ocean, ,26.9,49.866667,0.0,0.0,9.4,9.4,11.0,0.0,0.0,0.0,Very Small,Coastal (Breakwater),Unknown,Fair,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes
7890.0,United States E Coast -- 6585,Port Socony, , ,United States,North Atlantic Ocean, ,40.55,-74.25,1.5,0.0,9.4,9.4,7.9,0.0,0.0,0.0,Small,River (Natural),Unknown,Good,No,No,No,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown
11005.0,Dominican Republic -- 10950,Puerto Botado, , ,Dominican Republic,North Atlantic Ocean, ,19.2,-69.45,0.0,0.0,4.9,0.0,7.9,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Fair,No,No,No,Yes,No,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes
63100.0,Antarctica -- 63060,Port Lockroy, , ,Antarctica,South Pacific Ocean, ,-64.816667,-63.5,3.0,0.0,20.1,17.1,0.0,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Poor,Unknown,Unknown,Yes,Unknown,No,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
51500.0,Kepulauan Anambas -- 51480,Tarempah, , ,Indonesia,South China Sea; North Pacific Ocean, ,3.216667,106.216667,0.0,0.0,3.4,23.2,3.4,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Fair,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
52440.0,Kepulauan Sangihe -- 52400,Tahuna,Taroena; Tohoena, ,Indonesia,Celebes Sea; North Pacific Ocean, ,3.616667,125.483333,3.0,0.0,3.4,23.2,3.4,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Good,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
63080.0,Antarctica -- 63060,Scotia Bay, , ,Antarctica,Scotia Sea; South Atlantic Ocean, ,-60.75,-44.716667,0.0,0.0,23.2,14.0,0.0,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Poor,Unknown,Unknown,Yes,Yes,No,Unknown,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown
47690.0,Reunion -- 47670,Port Est, , ,Reunion,Indian Ocean, ,-20.933333,55.316667,1.0,0.0,12.5,23.2,11.0,0.0,0.0,0.0,Small,Coastal (Breakwater),Unknown,Fair,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes
42790.0,Aegean Islands -- 42640,Vrakhonisis Kallonis,Kalloni, ,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean, ,39.083333,26.083333,2.0,0.0,17.1,6.4,1.8,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Good,No,No,No,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes
45515.0,Algeria -- 45470,Port Methanier, , ,Algeria,Mediterranean Sea; North Atlantic Ocean, ,36.883333,6.95,0.0,0.0,17.1,17.1,9.4,0.0,0.0,0.0,Small,Coastal (Breakwater),Unknown,Fair,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes
9665.0,Honduras East Coast -- 9630,Puerto Este,East Harbor, ,Honduras,Caribbean Sea; North Atlantic Ocean, ,16.083333,-86.9,0.0,0.0,9.4,6.4,0.0,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Good,No,No,No,No,No,Unknown,Yes,No,Unknown,Unknown,Unknown,Yes,Yes
35835.0,France NW Coast -- 35720,Port Du Havre-Antifer, , ,France,English Channel; North Atlantic Ocean, ,49.65,0.15,7.0,0.0,23.2,23.2,0.0,0.0,0.0,0.0,Small,Coastal (Breakwater),Unknown,Fair,Yes,Yes,Unknown,Yes,No,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes
7020.0,United States E Coast -- 6585,Pemaquid Beach, , ,United States,North Atlantic Ocean, ,43.866667,-69.533333,2.7,0.0,12.5,11.0,1.8,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Fair,Yes,No,No,Yes,No,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,No,Unknown
40750.0,Italy East Coast -- 40390,Porto Di Malamocco, , ,Italy,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean, ,45.333333,12.316667,1.0,0.0,11.0,11.0,7.9,0.0,0.0,0.0,Very Small,Canal or Lake,Unknown,Good,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes
46544.0,Angola -- 46540,Psvm Terminal, , ,Angola,South Atlantic Ocean, ,-6.25,10.733333,0.0,0.0,23.2,23.2,23.2,0.0,0.0,0.0,Very Small,Open Roadstead,Unknown,Poor,No,Yes,No,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes
47695.0,Reunion -- 47670,Port Ouest, , ,Reunion,Indian Ocean, ,-20.933333,55.283333,1.0,0.0,9.4,23.2,7.9,0.0,0.0,0.0,Small,Coastal (Breakwater),Unknown,Fair,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes
9230.0,US Gulf Coast -- 8650,Sinco, , ,United States,Gulf of Mexico; North Atlantic Ocean, ,29.716667,-95.233333,0.3,0.0,11.0,9.4,9.4,0.0,0.0,0.0,Very Small,River (Natural),Unknown,Good,No,No,No,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown
14020.0,South Georgia -- 14010,Prince Olav Harbor, , ,South Georgia and South Sandwich Islands,South Atlantic Ocean, ,-54.033333,-37.15,0.0,0.0,0.0,23.2,0.0,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Good,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
7070.0,United States E Coast -- 6585,Robinhood,Riggsville, ,United States,North Atlantic Ocean, ,43.85,-69.733333,2.7,0.0,12.5,20.1,1.8,0.0,0.0,0.0,Very Small,River (Natural),Unknown,Good,Yes,No,No,Yes,No,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,No,No
6980.0,United States E Coast -- 6585,Port Clyde, , ,United States,North Atlantic Ocean, ,43.916667,-69.25,2.7,0.0,3.4,9.4,4.9,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Good,Yes,No,Yes,Yes,No,Unknown,Yes,Yes,Unknown,Unknown,Unknown,No,Yes
42440.0,Greece East Coast -- 42010,Stilis, , ,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean, ,38.916667,22.616667,0.0,0.0,3.4,14.0,4.9,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Fair,No,No,No,Yes,No,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes
14040.0,South Georgia -- 14010,Stromness Harbor, , ,South Georgia and South Sandwich Islands,South Atlantic Ocean, ,-54.15,-36.7,2.0,0.0,0.0,23.2,0.0,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Fair,Unknown,Yes,Unknown,Yes,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
45845.0,Guinea -- 45842,Victoria, , ,Guinea,North Atlantic Ocean, ,10.816667,-14.566667,14.0,0.0,4.9,6.4,0.0,0.0,0.0,0.0,Very Small,River (Natural),Unknown,Good,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown
7000.0,United States E Coast -- 6585,Friendship, ,US FSP,United States,North Atlantic Ocean, ,43.966667,-69.333333,2.7,0.0,6.4,7.9,3.4,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Good,Yes,No,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown
6880.0,United States E Coast -- 6585,Bucksport, ,US BUP,United States,North Atlantic Ocean, ,44.566667,-68.783333,3.4,0.0,9.4,3.4,9.4,0.0,0.0,0.0,Very Small,River (Natural),Unknown,Good,Yes,No,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown
9240.0,US Gulf Coast -- 8650,Houston, ,US HOU,United States,Gulf of Mexico; North Atlantic Ocean, ,29.75,-95.28333300000001,0.0,0.0,14.0,9.4,7.9,0.0,0.0,0.0,Large,River (Tide Gates),Unknown,Good,No,No,No,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes
12772.0,Brazil SE Coast -- 12700,Aratu, ,BR ARB,Brazil,South Atlantic Ocean, ,-12.783333,-38.5,3.0,0.0,17.1,0.0,11.0,0.0,0.0,0.0,Small,Open Roadstead,Unknown,Fair,No,No,No,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes
10010.0,Bahama Islands -- 9980,Matthew Town, ,BS MAT,The Bahamas,North Atlantic Ocean, ,20.95,-73.683333,2.0,0.0,3.4,14.0,12.5,0.0,0.0,0.0,Very Small,Open Roadstead,Unknown,Good,No,No,No,Yes,No,Unknown,Yes,Yes,Unknown,Unknown,Unknown,No,Yes
